code,seccion,division,grupo,titulo_actividad,titulo_seccion,titulo_division,titulo_grupo,macro_sector
Clase,,,Grupo,Descripción,,,Descripción,
7210,M,72,721,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Investigación científica y desarrollo,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,
7220,M,72,722,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Investigación científica y desarrollo,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,
7310,M,73,731,Publicidad,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Publicidad y estudios de mercado,Publicidad,
7320,M,73,732,Estudios de mercado y realización de encuestas de opinión pública,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Publicidad y estudios de mercado,Estudios de mercado y realización de encuestas de opinión pública,
7410,M,74,741,Actividades especializadas de diseño,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS","Otras actividades profesionales, científicas y técnicas",Actividades especializadas de diseño,
7420,M,74,742,Actividades de fotografía,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS","Otras actividades profesionales, científicas y técnicas",Actividades de fotografía,
7490,M,74,749,"Otras actividades profesionales, científicas y técnicas n.c.p.","ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS","Otras actividades profesionales, científicas y técnicas","Otras actividades profesionales, científicas y técnicas n.c.p.",
7500,M,75,750,Actividades veterinarias,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",Actividades veterinarias,Actividades veterinarias,
7710,N,77,771,Alquiler y arrendamiento de vehículos automotores,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de alquiler y arrendamiento,Alquiler y arrendamiento de vehículos automotores,
7721,N,77,772,Alquiler y arrendamiento de equipo recreativo y deportivo,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de alquiler y arrendamiento,Alquiler y arrendamiento de efectos personales y enseres domésticos,
7722,N,77,772,Alquiler de videos y discos,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de alquiler y arrendamiento,Alquiler y arrendamiento de efectos personales y enseres domésticos,
7729,N,77,772,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de alquiler y arrendamiento,Alquiler y arrendamiento de efectos personales y enseres domésticos,
7730,N,77,773,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de alquiler y arrendamiento,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",
7740,N,77,774,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de alquiler y arrendamiento,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",
7810,N,78,781,Actividades de agencias de gestión y colocación de empleo,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de empleo,Actividades de agencias de gestión y colocación de empleo,
7820,N,78,782,Actividades de empresas de servicios temporales,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de empleo,Actividades de empresas de servicios temporales,
7830,N,78,783,Otras actividades de provisión de talento humano,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de empleo,Otras actividades de provisión de talento humano,
7911,N,79,791,Actividades de las agencias de viaje,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas",Actividades de las agencias de viajes y operadores turísticos,
7912,N,79,791,Actividades de operadores turísticos,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas",Actividades de las agencias de viajes y operadores turísticos,
7990,N,79,799,Otros servicios de reserva y actividades relacionadas,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas",Otros servicios de reserva y actividades relacionadas,
8010,N,80,801,Actividades de seguridad privada,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de seguridad e investigación privada,Actividades de seguridad privada,
8020,N,80,802,Actividades de servicios de sistemas de seguridad,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de seguridad e investigación privada,Actividades de servicios de sistemas de seguridad,
8030,N,80,803,Actividades de detectives e investigadores privados,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades de seguridad e investigación privada,Actividades de detectives e investigadores privados,
8110,N,81,811,Actividades combinadas de apoyo a instalaciones,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",Actividades combinadas de apoyo a instalaciones,
8121,N,81,812,Limpieza general interior de edificios,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",Actividades de limpieza,
8129,N,81,812,Otras actividades de limpieza de edificios e instalaciones industriales,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",Actividades de limpieza,
8130,N,81,813,Actividades de paisajismo y servicios de mantenimiento conexos,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",Actividades de paisajismo y servicios de mantenimiento conexos,
8211,N,82,821,Actividades combinadas de servicios administrativos de oficina,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Actividades administrativas y de apoyo de oficina,
8219,N,82,821,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina",ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Actividades administrativas y de apoyo de oficina,
8220,N,82,822,Actividades de centros de llamadas (call center),ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Actividades de centros de llamadas (call center),
8230,N,82,823,Organización de convenciones y eventos comerciales,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Organización de convenciones y eventos comerciales,
8291,N,82,829,Actividades de agencias de cobranza y oficinas de calificación crediticia,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Actividades de servicios de apoyo a las empresas n.c.p.,
8292,N,82,829,Actividades de envase y empaque,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Actividades de servicios de apoyo a las empresas n.c.p.,
8299,N,82,829,Otras actividades de servicio de apoyo a las empresas n.c.p.,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,Actividades de servicios de apoyo a las empresas n.c.p.,
8411,O,84,841,Actividades legislativas de la administración pública,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Administración del Estado y aplicación de la política económica y social de la comunidad,
8412,O,84,841,Actividades ejecutivas de la administración pública,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Administración del Estado y aplicación de la política económica y social de la comunidad,
8413,O,84,841,"Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social",ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Administración del Estado y aplicación de la política económica y social de la comunidad,
8414,O,84,841,Actividades reguladoras y facilitadoras de la actividad económica,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Administración del Estado y aplicación de la política económica y social de la comunidad,
8415,O,84,841,Actividades de los órganos de control y otras instituciones,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Administración del Estado y aplicación de la política económica y social de la comunidad,
8421,O,84,842,Relaciones exteriores,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Prestación de servicios a la comunidad en general,
8422,O,84,842,Actividades de defensa,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Prestación de servicios a la comunidad en general,
8423,O,84,842,Orden público y actividades de seguridad,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Prestación de servicios a la comunidad en general,
8424,O,84,842,Administración de justicia,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Prestación de servicios a la comunidad en general,
8430,O,84,843,Actividades de planes de seguridad social de afiliación obligatoria,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Actividades de planes de seguridad social de afiliación obligatoria,
8511,P,85,851,Educación de la primera infancia,EDUCACIÓN,Educación,"Educación de la primera infancia, preescolar y básica primaria",
8512,P,85,851,Educación preescolar,EDUCACIÓN,Educación,"Educación de la primera infancia, preescolar y básica primaria",
8513,P,85,851,Educación básica primaria,EDUCACIÓN,Educación,"Educación de la primera infancia, preescolar y básica primaria",
8521,P,85,852,Educación básica secundaria,EDUCACIÓN,Educación,Educación secundaria y de formación laboral,
8522,P,85,852,Educación media académica,EDUCACIÓN,Educación,Educación secundaria y de formación laboral,
8523,P,85,852,Educación media técnica,EDUCACIÓN,Educación,Educación secundaria y de formación laboral,
8530,P,85,853,Establecimientos que combinan diferentes niveles de educación,EDUCACIÓN,Educación,Establecimientos que combinan diferentes niveles de educación,
8541,P,85,854,Educación técnica profesional,EDUCACIÓN,Educación,Educación superior,
8542,P,85,854,Educación tecnológica,EDUCACIÓN,Educación,Educación superior,
8543,P,85,854,Educación de instituciones universitarias o de escuelas tecnológicas,EDUCACIÓN,Educación,Educación superior,
8544,P,85,854,Educación de universidades,EDUCACIÓN,Educación,Educación superior,
8551,P,85,855,Formación para el trabajo,EDUCACIÓN,Educación,Otros tipos de educación,
8552,P,85,855,Enseñanza deportiva y recreativa,EDUCACIÓN,Educación,Otros tipos de educación,
8553,P,85,855,Enseñanza cultural,EDUCACIÓN,Educación,Otros tipos de educación,
8559,P,85,855,Otros tipos de educación n.c.p.,EDUCACIÓN,Educación,Otros tipos de educación,
8560,P,85,856,Actividades de apoyo a la educación,EDUCACIÓN,Educación,Actividades de apoyo a la educación,
8610,Q,86,861,"Actividades de hospitales y clínicas, con internación",ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención de la salud humana,"Actividades de hospitales y clínicas, con internación",
8621,Q,86,862,"Actividades de la práctica médica, sin internación",ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención de la salud humana,"Actividades de práctica médica y odontológica, sin internación",
8622,Q,86,862,Actividades de la práctica odontológica,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención de la salud humana,"Actividades de práctica médica y odontológica, sin internación",
8691,Q,86,869,Actividades de apoyo diagnóstico,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención de la salud humana,Otras actividades de atención relacionadas con la salud humana,
8692,Q,86,869,Actividades de apoyo terapéutico,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención de la salud humana,Otras actividades de atención relacionadas con la salud humana,
8699,Q,86,869,Otras actividades de atención de la salud humana,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención de la salud humana,Otras actividades de atención relacionadas con la salud humana,
8710,Q,87,871,Actividades de atención residencial medicalizada de tipo general,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención residencial medicalizada,Actividades de atención residencial medicalizada de tipo general,
8720,Q,87,872,"Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención residencial medicalizada,"Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",
8730,Q,87,873,Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención residencial medicalizada,Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas,
8790,Q,87,879,Otras actividades de atención en instituciones con alojamiento,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de atención residencial medicalizada,Otras actividades de atención en instituciones con alojamiento,
8810,Q,88,881,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de asistencia social sin alojamiento,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,
8891,Q,88,889,Actividades de guarderías para niños y niñas,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de asistencia social sin alojamiento,Otras actividades de asistencia social sin alojamiento,
8899,Q,88,889,Otras actividades de asistencia social sin alojamiento n.c.p.,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,Actividades de asistencia social sin alojamiento,Otras actividades de asistencia social sin alojamiento,
9001,R,90,900,Creación literaria,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9002,R,90,900,Creación musical,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9003,R,90,900,Creación teatral,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9004,R,90,900,Creación audiovisual,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9005,R,90,900,Artes plásticas y visuales,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9006,R,90,900,Actividades teatrales,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9007,R,90,900,Actividades de espectáculos musicales en vivo,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9008,R,90,900,Otras actividades de espectáculos en vivo n.c.p.,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades creativas, artísticas y de entretenimiento","Actividades creativas, artísticas y de entretenimiento",
9101,R,91,910,Actividades de bibliotecas y archivos,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades de bibliotecas, archivos, museos y otras actividades culturales","Actividades de bibliotecas, archivos, museos y otras actividades culturales",
9102,R,91,910,"Actividades y funcionamiento de museos, conservación de edificios y sitios históricos","ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades de bibliotecas, archivos, museos y otras actividades culturales","Actividades de bibliotecas, archivos, museos y otras actividades culturales",
9103,R,91,910,"Actividades de jardines botánicos, zoológicos y reservas naturales","ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","Actividades de bibliotecas, archivos, museos y otras actividades culturales","Actividades de bibliotecas, archivos, museos y otras actividades culturales",
9200,R,92,920,Actividades de juegos de azar y apuestas,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",Actividades de juegos de azar y apuestas,Actividades de juegos de azar y apuestas,
9311,R,93,931,Gestión de instalaciones deportivas,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",Actividades deportivas y actividades recreativas y de esparcimiento,Actividades deportivas,
9312,R,93,931,Actividades de clubes deportivos,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",Actividades deportivas y actividades recreativas y de esparcimiento,Actividades deportivas,
9319,R,93,931,Otras actividades deportivas,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",Actividades deportivas y actividades recreativas y de esparcimiento,Actividades deportivas,
9321,R,93,932,Actividades de parques de atracciones y parques temáticos,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",Actividades deportivas y actividades recreativas y de esparcimiento,Otras actividades recreativas y de esparcimiento,
9329,R,93,932,Otras actividades recreativas y de esparcimiento n.c.p.,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",Actividades deportivas y actividades recreativas y de esparcimiento,Otras actividades recreativas y de esparcimiento,
9411,S,94,941,Actividades de asociaciones empresariales y de empleadores,OTRAS ACTIVIDADES DE SERVICIOS,Actividades de asociaciones,"Actividades de asociaciones empresariales y de empleadores, y asociaciones profesionales",
9412,S,94,941,Actividades de asociaciones profesionales,OTRAS ACTIVIDADES DE SERVICIOS,Actividades de asociaciones,"Actividades de asociaciones empresariales y de empleadores, y asociaciones profesionales",
9420,S,94,942,Actividades de sindicatos de empleados,OTRAS ACTIVIDADES DE SERVICIOS,Actividades de asociaciones,Actividades de sindicatos de empleados,
9491,S,94,949,Actividades de asociaciones religiosas,OTRAS ACTIVIDADES DE SERVICIOS,Actividades de asociaciones,Actividades de otras asociaciones,
9492,S,94,949,Actividades de asociaciones políticas,OTRAS ACTIVIDADES DE SERVICIOS,Actividades de asociaciones,Actividades de otras asociaciones,
9499,S,94,949,Actividades de otras asociaciones n.c.p.,OTRAS ACTIVIDADES DE SERVICIOS,Actividades de asociaciones,Actividades de otras asociaciones,
9511,S,95,951,Mantenimiento y reparación de computadores y de equipo periférico,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de computadores y equipo de comunicaciones,
9512,S,95,951,Mantenimiento y reparación de equipos de comunicación,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de computadores y equipo de comunicaciones,
9521,S,95,952,Mantenimiento y reparación de aparatos electrónicos de consumo,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de efectos personales y enseres domésticos,
9522,S,95,952,Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de efectos personales y enseres domésticos,
9523,S,95,952,Reparación de calzado y artículos de cuero,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de efectos personales y enseres domésticos,
9524,S,95,952,Reparación de muebles y accesorios para el hogar,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de efectos personales y enseres domésticos,
9529,S,95,952,Mantenimiento y reparación de otros efectos personales y enseres domésticos,OTRAS ACTIVIDADES DE SERVICIOS,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",Mantenimiento y reparación de efectos personales y enseres domésticos,
9601,S,96,960,"Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",OTRAS ACTIVIDADES DE SERVICIOS,Otras actividades de servicios personales,Otras actividades de servicios personales,
9602,S,96,960,Peluquería y otros tratamientos de belleza,OTRAS ACTIVIDADES DE SERVICIOS,Otras actividades de servicios personales,Otras actividades de servicios personales,
9603,S,96,960,Pompas fúnebres y actividades relacionadas,OTRAS ACTIVIDADES DE SERVICIOS,Otras actividades de servicios personales,Otras actividades de servicios personales,
9609,S,96,960,Otras actividades de servicios personales n.c.p.,OTRAS ACTIVIDADES DE SERVICIOS,Otras actividades de servicios personales,Otras actividades de servicios personales,
9700,T,97,970,Actividades de los hogares individuales como empleadores de personal doméstico,ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES INDIVIDUALES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,Actividades de los hogares individuales como empleadores de personal doméstico,Actividades de los hogares individuales como empleadores de personal doméstico,
9810,T,98,981,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES INDIVIDUALES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,Actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,
9820,T,98,982,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES INDIVIDUALES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,Actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,
9900,U,99,990,Actividades de organizaciones y entidades extraterritoriales,ACTIVIDADES DE ORGANIZACIONES Y ENTIDADES EXTRATERRITORIALES,Actividades de organizaciones y entidades extraterritoriales,Actividades de organizaciones y entidades extraterritoriales,
